Date,Crop,Quantity Sold (kg),Price per kg (₹),Revenue (₹)
2022-09-02,Barley,1147,26.22,30074.34
2022-09-03,Rice,1377,31.81,43802.37
2022-09-03,Wheat,1176,24.76,29117.76
2022-09-03,Corn,1081,21.58,23327.98
2022-09-03,Millet,1045,18.58,19416.1
2022-09-03,Soybean,1078,48.74,52541.72
2022-09-03,Rapeseed,1359,57.65,78346.35
2022-09-03,Peanut,1549,65.78,101893.22
2022-09-03,Sorghum,770,18.61,14329.7
2022-09-03,Barley,605,28.99,17538.95
2022-09-04,Rice,1611,31.05,50021.55
2022-09-04,Wheat,1462,22.8,33333.6
2022-09-04,Corn,2022,20.79,42037.38
2022-09-04,Millet,1736,17.2,29859.2
2022-09-04,Soybean,2077,46.7,96995.9
2022-09-04,Rapeseed,537,56.02,30082.74
2022-09-04,Peanut,1593,59.95,95500.35
2022-09-04,Sorghum,1488,20.29,30191.52
2022-09-04,Barley,673,27.28,18359.44
2022-09-05,Rice,1040,32.57,33872.8
2022-09-05,Wheat,561,23.69,13290.09
2022-09-05,Corn,1575,21.57,33972.75
2022-09-05,Millet,885,18.06,15983.1
2022-09-05,Soybean,873,53.62,46810.26
2022-09-05,Rapeseed,1445,57.31,82812.95
2022-09-05,Peanut,2059,64.33,132455.47
2022-09-05,Sorghum,1207,20.17,24345.19
2022-09-05,Barley,1012,29.05,29398.6
2022-09-06,Rice,676,30.16,20388.16
2022-09-06,Wheat,682,22.74,15508.68
2022-09-06,Corn,2050,21.18,43419.0
2022-09-06,Millet,864,17.97,15526.08
2022-09-06,Soybean,1666,45.58,75936.28
2022-09-06,Rapeseed,602,55.69,33525.38
2022-09-06,Peanut,2046,55.2,112939.2
2022-09-06,Sorghum,1329,19.93,26486.97
2022-09-06,Barley,903,28.02,25302.06
2022-09-07,Rice,1558,32.68,50915.44
2022-09-07,Wheat,1055,22.82,24075.1
2022-09-07,Corn,831,22.6,18780.6
2022-09-07,Millet,684,18.31,12524.04
2022-09-07,Soybean,1318,54.48,71804.64
2022-09-07,Rapeseed,1180,58.56,69100.8
2022-09-07,Peanut,1064,64.31,68425.84
2022-09-07,Sorghum,819,18.59,15225.21
2022-09-07,Barley,653,29.74,19420.22
2022-09-08,Rice,1638,30.35,49713.3
2022-09-08,Wheat,1111,26.06,28952.66
2022-09-08,Corn,1450,19.94,28913.0
2022-09-08,Millet,615,18.61,11445.15
2022-09-08,Soybean,1891,46.93,88744.63
2022-09-08,Rapeseed,1136,58.31,66240.16
2022-09-08,Peanut,1419,65.78,93341.82
2022-09-08,Sorghum,945,18.09,17095.05
2022-09-08,Barley,739,28.65,21172.35
2022-09-09,Rice,1405,29.8,41869.0
2022-09-09,Wheat,960,26.17,25123.2
2022-09-09,Corn,2179,21.17,46129.43
2022-09-09,Millet,1765,16.84,29722.6
2022-09-09,Soybean,1029,49.61,51048.69
2022-09-09,Rapeseed,726,58.53,42492.78
2022-09-09,Peanut,1152,63.99,73716.48
2022-09-09,Sorghum,704,18.16,12784.64
2022-09-09,Barley,818,26.5,21677.0
2022-09-10,Rice,1420,31.91,45312.2
2022-09-10,Wheat,1061,25.48,27034.28
2022-09-10,Corn,2029,22.65,45956.85
2022-09-10,Millet,1086,17.65,19167.9
2022-09-10,Soybean,2095,48.07,100706.65
2022-09-10,Rapeseed,748,55.25,41327.0
2022-09-10,Peanut,1213,57.96,70305.48
2022-09-10,Sorghum,924,20.63,19062.12
2022-09-10,Barley,914,26.18,23928.52
2022-09-11,Rice,1453,27.52,39986.56
2022-09-11,Wheat,888,26.83,23825.04
2022-09-11,Corn,1029,20.68,21279.72
2022-09-11,Millet,1407,16.71,23510.97
2022-09-11,Soybean,1450,47.09,68280.5
2022-09-11,Rapeseed,1197,58.9,70503.3
2022-09-11,Peanut,1142,55.63,63529.46
2022-09-11,Sorghum,1779,21.05,37447.95
2022-09-11,Barley,1490,27.79,41407.1
2022-09-12,Rice,1162,30.26,35162.12
2022-09-12,Wheat,563,26.46,14896.98
2022-09-12,Corn,1993,23.75,47333.75
2022-09-12,Millet,747,16.48,12310.56
2022-09-12,Soybean,861,52.31,45038.91
2022-09-12,Rapeseed,1021,54.09,55225.89
2022-09-12,Peanut,2052,64.67,132702.84
2022-09-12,Sorghum,1428,19.92,28445.76
2022-09-12,Barley,558,30.17,16834.86
2022-09-13,Rice,1466,31.81,46633.46
2022-09-13,Wheat,1250,22.88,28600.0
2022-09-13,Corn,1591,22.89,36417.99
2022-09-13,Millet,1585,18.94,30019.9
2022-09-13,Soybean,982,51.04,50121.28
2022-09-13,Rapeseed,1252,56.31,70500.12
2022-09-13,Peanut,1596,55.28,88226.88
2022-09-13,Sorghum,1149,20.62,23692.38
2022-09-13,Barley,584,29.4,17169.6
2022-09-14,Rice,1728,31.97,55244.16
2022-09-14,Wheat,1231,22.9,28189.9
2022-09-14,Corn,1896,22.69,43020.24
2022-09-14,Millet,795,19.22,15279.9
2022-09-14,Soybean,1126,45.77,51537.02
2022-09-14,Rapeseed,1409,54.2,76367.8
2022-09-14,Peanut,1910,61.57,117598.7
2022-09-14,Sorghum,1911,21.06,40245.66
2022-09-14,Barley,619,26.66,16502.54
2022-09-15,Rice,1458,30.3,44177.4
2022-09-15,Wheat,1306,26.12,34112.72
2022-09-15,Corn,850,23.84,20264.0
2022-09-15,Millet,1191,19.61,23355.51
2022-09-15,Soybean,1032,53.26,54964.32
2022-09-15,Rapeseed,782,60.11,47006.02
2022-09-15,Peanut,1678,64.59,108382.02
2022-09-15,Sorghum,1500,19.47,29205.0
2022-09-15,Barley,740,29.67,21955.8
2022-09-16,Rice,1003,27.91,27993.73
2022-09-16,Wheat,1221,24.53,29951.13
2022-09-16,Corn,1807,20.6,37224.2
2022-09-16,Millet,1096,18.29,20045.84
2022-09-16,Soybean,751,45.57,34223.07
2022-09-16,Rapeseed,1008,57.9,58363.2
2022-09-16,Peanut,1213,62.31,75582.03
2022-09-16,Sorghum,942,20.0,18840.0
2022-09-16,Barley,1480,28.93,42816.4
2022-09-17,Rice,934,32.74,30579.16
2022-09-17,Wheat,513,25.39,13025.07
2022-09-17,Corn,2176,21.54,46871.04
2022-09-17,Millet,1306,17.37,22685.22
2022-09-17,Soybean,1534,51.62,79185.08
2022-09-17,Rapeseed,860,53.27,45812.2
2022-09-17,Peanut,1264,63.49,80251.36
2022-09-17,Sorghum,990,20.7,20493.0
2022-09-17,Barley,1084,26.95,29213.8
2022-09-18,Rice,1164,30.41,35397.24
2022-09-18,Wheat,1471,24.39,35877.69
2022-09-18,Corn,835,22.24,18570.4
2022-09-18,Millet,946,18.37,17378.02
2022-09-18,Soybean,1353,47.08,63699.24
2022-09-18,Rapeseed,1266,58.62,74212.92
2022-09-18,Peanut,1552,54.4,84428.8
2022-09-18,Sorghum,1223,21.33,26086.59
2022-09-18,Barley,1076,30.46,32774.96
2022-09-19,Rice,1794,30.27,54304.38
2022-09-19,Wheat,1246,23.19,28894.74
2022-09-19,Corn,759,22.99,17449.41
2022-09-19,Millet,1544,19.14,29552.16
2022-09-19,Soybean,813,52.85,42967.05
2022-09-19,Rapeseed,1394,53.41,74453.54
2022-09-19,Peanut,1629,60.7,98880.3
2022-09-19,Sorghum,1732,20.82,36060.24
2022-09-19,Barley,838,28.62,23983.56
2022-09-20,Rice,1238,27.56,34119.28
2022-09-20,Wheat,693,22.55,15627.15
2022-09-20,Corn,1944,21.08,40979.52
2022-09-20,Millet,1114,18.67,20798.38
2022-09-20,Soybean,1239,49.85,61764.15
2022-09-20,Rapeseed,1284,58.84,75550.56
2022-09-20,Peanut,1818,58.24,105880.32
2022-09-20,Sorghum,1189,18.04,21449.56
2022-09-20,Barley,1182,25.28,29880.96
2022-09-21,Rice,1783,32.85,58571.55
2022-09-21,Wheat,529,24.26,12833.54
2022-09-21,Corn,2079,22.39,46548.81
2022-09-21,Millet,1215,19.18,23303.7
2022-09-21,Soybean,1069,48.5,51846.5
2022-09-21,Rapeseed,818,53.55,43803.9
2022-09-21,Peanut,963,57.14,55025.82
2022-09-21,Sorghum,1693,21.57,36518.01
2022-09-21,Barley,1421,30.73,43667.33
2022-09-22,Rice,1254,30.76,38573.04
2022-09-22,Wheat,1118,22.78,25468.04
2022-09-22,Corn,1047,20.32,21275.04
2022-09-22,Millet,1287,18.9,24324.3
2022-09-22,Soybean,1761,54.97,96802.17
2022-09-22,Rapeseed,932,57.9,53962.8
2022-09-22,Peanut,2035,61.55,125254.25
2022-09-22,Sorghum,1010,19.39,19583.9
2022-09-22,Barley,1072,27.9,29908.8
2022-09-23,Rice,1296,30.47,39489.12
2022-09-23,Wheat,1273,27.06,34447.38
2022-09-23,Corn,1303,23.28,30333.84
2022-09-23,Millet,1170,19.35,22639.5
2022-09-23,Soybean,1095,47.8,52341.0
2022-09-23,Rapeseed,1062,52.92,56201.04
2022-09-23,Peanut,1664,54.56,90787.84
2022-09-23,Sorghum,819,21.94,17968.86
2022-09-23,Barley,591,26.76,15815.16
2022-09-24,Rice,1512,30.73,46463.76
2022-09-24,Wheat,1442,26.69,38486.98
2022-09-24,Corn,1281,22.99,29450.19
2022-09-24,Millet,1338,19.34,25876.92
2022-09-24,Soybean,1990,48.71,96932.9
2022-09-24,Rapeseed,520,58.82,30586.4
2022-09-24,Peanut,907,58.91,53431.37
2022-09-24,Sorghum,1888,19.5,36816.0
2022-09-24,Barley,836,27.59,23065.24
2022-09-25,Rice,1575,32.34,50935.5
2022-09-25,Wheat,721,23.46,16914.66
2022-09-25,Corn,1362,21.37,29105.94
2022-09-25,Millet,1795,17.35,31143.25
2022-09-25,Soybean,1077,51.7,55680.9
2022-09-25,Rapeseed,818,53.32,43615.76
2022-09-25,Peanut,1969,55.55,109377.95
2022-09-25,Sorghum,910,18.18,16543.8
2022-09-25,Barley,503,28.51,14340.53
2022-09-26,Rice,1444,29.16,42107.04
2022-09-26,Wheat,505,23.3,11766.5
2022-09-26,Corn,1269,23.78,30176.82
2022-09-26,Millet,1744,16.98,29613.12
2022-09-26,Soybean,966,53.92,52086.72
2022-09-26,Rapeseed,1417,60.21,85317.57
2022-09-26,Peanut,2034,62.61,127348.74
2022-09-26,Sorghum,1874,19.59,36711.66
2022-09-26,Barley,872,29.82,26003.04
2022-09-27,Rice,1207,32.44,39155.08
2022-09-27,Wheat,832,23.9,19884.8
2022-09-27,Corn,1663,21.78,36220.14
2022-09-27,Millet,787,17.82,14024.34
2022-09-27,Soybean,796,47.14,37523.44
2022-09-27,Rapeseed,800,52.08,41664.0
2022-09-27,Peanut,1757,57.36,100781.52
2022-09-27,Sorghum,657,20.65,13567.05
2022-09-27,Barley,954,25.88,24689.52
2022-09-28,Rice,715,27.61,19741.15
2022-09-28,Wheat,1299,23.58,30630.42
2022-09-28,Corn,1056,21.42,22619.52
2022-09-28,Millet,1348,16.66,22457.68
2022-09-28,Soybean,945,51.52,48686.4
2022-09-28,Rapeseed,1383,57.5,79522.5
2022-09-28,Peanut,763,63.71,48610.73
2022-09-28,Sorghum,1792,20.94,37524.48
2022-09-28,Barley,621,26.78,16630.38
2022-09-29,Rice,847,31.31,26519.57
2022-09-29,Wheat,1065,26.64,28371.6
2022-09-29,Corn,820,20.1,16482.0
2022-09-29,Millet,1208,18.35,22166.8
2022-09-29,Soybean,1440,47.35,68184.0
2022-09-29,Rapeseed,701,59.94,42017.94
2022-09-29,Peanut,1330,58.02,77166.6
2022-09-29,Sorghum,1513,20.46,30955.98
2022-09-29,Barley,1419,26.83,38071.77
2022-09-30,Rice,1033,32.36,33427.88
2022-09-30,Wheat,628,24.7,15511.6
2022-09-30,Corn,1435,22.69,32560.15
2022-09-30,Millet,1646,17.22,28344.12
2022-09-30,Soybean,2085,49.26,102707.1
2022-09-30,Rapeseed,879,53.03,46613.37
2022-09-30,Peanut,989,65.79,65066.31
2022-09-30,Sorghum,1417,19.58,27744.86
2022-09-30,Barley,1189,27.53,32733.17
2022-10-01,Rice,1184,32.91,38965.44
2022-10-01,Wheat,1434,24.68,35391.12
2022-10-01,Corn,1281,22.43,28732.83
2022-10-01,Millet,2232,17.82,39774.24
2022-10-01,Soybean,1805,51.0,92055.0
2022-10-01,Rapeseed,874,51.35,44879.9
2022-10-01,Peanut,1822,59.33,108099.26
2022-10-01,Sorghum,1795,20.72,37192.4
2022-10-01,Barley,988,29.22,28869.36
2022-10-02,Rice,1545,31.84,49192.8
2022-10-02,Wheat,1098,26.43,29020.14
2022-10-02,Corn,1745,21.46,37447.7
2022-10-02,Millet,951,17.19,16347.69
2022-10-02,Soybean,1536,46.48,71393.28
2022-10-02,Rapeseed,1253,54.34,68088.02
2022-10-02,Peanut,1321,60.49,79907.29
2022-10-02,Sorghum,912,19.66,17929.92
2022-10-02,Barley,1297,26.42,34266.74
2022-10-03,Rice,1426,28.65,40854.9
2022-10-03,Wheat,675,26.07,17597.25
2022-10-03,Corn,863,22.85,19719.55
2022-10-03,Millet,2232,19.54,43613.28
2022-10-03,Soybean,1448,49.01,70966.48
2022-10-03,Rapeseed,860,59.05,50783.0
2022-10-03,Peanut,1893,61.74,116873.82
2022-10-03,Sorghum,915,18.73,17137.95
2022-10-03,Barley,1186,29.22,34654.92
2022-10-04,Rice,1493,31.04,46342.72
2022-10-04,Wheat,1162,22.66,26330.92
2022-10-04,Corn,1406,21.83,30692.98
2022-10-04,Millet,1431,17.58,25156.98
2022-10-04,Soybean,1716,53.53,91857.48
2022-10-04,Rapeseed,829,52.52,43539.08
2022-10-04,Peanut,1279,61.37,78492.23
2022-10-04,Sorghum,1207,19.05,22993.35
2022-10-04,Barley,978,28.26,27638.28
2022-10-05,Rice,619,30.19,18687.61
2022-10-05,Wheat,505,26.36,13311.8
2022-10-05,Corn,867,20.86,18085.62
2022-10-05,Millet,1008,19.56,19716.48
2022-10-05,Soybean,1869,52.27,97692.63
2022-10-05,Rapeseed,1458,54.12,78906.96
2022-10-05,Peanut,843,56.59,47705.37
2022-10-05,Sorghum,1159,20.88,24199.92
2022-10-05,Barley,692,27.91,19313.72
2022-10-06,Rice,1596,32.58,51997.68
2022-10-06,Wheat,727,23.31,16946.37
2022-10-06,Corn,764,22.67,17319.88
2022-10-06,Millet,1861,18.75,34893.75
2022-10-06,Soybean,941,46.78,44019.98
2022-10-06,Rapeseed,1470,55.79,82011.3
2022-10-06,Peanut,913,64.51,58897.63
2022-10-06,Sorghum,1515,18.39,27860.85
2022-10-06,Barley,1403,25.38,35608.14
2022-10-07,Rice,816,31.19,25451.04
2022-10-07,Wheat,933,23.76,22168.08
2022-10-07,Corn,653,22.37,14607.61
2022-10-07,Millet,1140,17.54,19995.6
2022-10-07,Soybean,1142,48.06,54884.52
2022-10-07,Rapeseed,1360,58.93,80144.8
2022-10-07,Peanut,1822,55.0,100210.0
2022-10-07,Sorghum,1492,20.8,31033.6
2022-10-07,Barley,1018,28.33,28839.94
2022-10-08,Rice,1410,30.37,42821.7
2022-10-08,Wheat,1330,25.78,34287.4
2022-10-08,Corn,1541,21.17,32622.97
2022-10-08,Millet,1903,19.32,36765.96
2022-10-08,Soybean,1380,52.64,72643.2
2022-10-08,Rapeseed,1379,55.92,77113.68
2022-10-08,Peanut,1887,54.34,102539.58
2022-10-08,Sorghum,1285,18.28,23489.8
2022-10-08,Barley,1253,28.52,35735.56
2022-10-09,Rice,730,27.72,20235.6
2022-10-09,Wheat,1464,24.84,36365.76
2022-10-09,Corn,1218,22.24,27088.32
2022-10-09,Millet,1500,16.23,24345.0
2022-10-09,Soybean,1768,53.67,94888.56
2022-10-09,Rapeseed,865,60.48,52315.2
2022-10-09,Peanut,2010,59.35,119293.5
2022-10-09,Sorghum,1588,18.94,30076.72
2022-10-09,Barley,845,25.24,21327.8
2022-10-10,Rice,1317,27.62,36375.54
2022-10-10,Wheat,702,25.26,17732.52
2022-10-10,Corn,820,22.74,18646.8
2022-10-10,Millet,1983,19.29,38252.07
2022-10-10,Soybean,1903,46.29,88089.87
2022-10-10,Rapeseed,1260,50.83,64045.8
2022-10-10,Peanut,880,54.98,48382.4
2022-10-10,Sorghum,2049,18.21,37312.29
2022-10-10,Barley,830,28.15,23364.5
2022-10-11,Rice,729,31.38,22876.02
2022-10-11,Wheat,500,25.8,12900.0
2022-10-11,Corn,1401,21.31,29855.31
2022-10-11,Millet,1441,19.71,28402.11
2022-10-11,Soybean,1073,53.72,57641.56
2022-10-11,Rapeseed,1438,54.44,78284.72
2022-10-11,Peanut,784,63.86,50066.24
2022-10-11,Sorghum,1422,20.31,28880.82
2022-10-11,Barley,1067,25.61,27325.87
2022-10-12,Rice,1510,27.85,42053.5
2022-10-12,Wheat,1088,23.25,25296.0
2022-10-12,Corn,1829,20.87,38171.23
2022-10-12,Millet,969,16.39,15881.91
2022-10-12,Soybean,1696,47.76,81000.96
2022-10-12,Rapeseed,908,53.83,48877.64
2022-10-12,Peanut,1435,58.15,83445.25
2022-10-12,Sorghum,1608,20.37,32754.96
2022-10-12,Barley,1100,26.38,29018.0
2022-10-13,Rice,839,30.25,25379.75
2022-10-13,Wheat,602,25.2,15170.4
2022-10-13,Corn,678,21.85,14814.3
2022-10-13,Millet,1542,16.92,26090.64
2022-10-13,Soybean,1882,49.16,92519.12
2022-10-13,Rapeseed,784,60.23,47220.32
2022-10-13,Peanut,1633,59.12,96542.96
2022-10-13,Sorghum,916,20.54,18814.64
2022-10-13,Barley,848,26.36,22353.28
2022-10-14,Rice,1530,27.34,41830.2
2022-10-14,Wheat,1128,25.63,28910.64
2022-10-14,Corn,1704,19.94,33977.76
2022-10-14,Millet,2176,17.26,37557.76
2022-10-14,Soybean,1882,48.7,91653.4
2022-10-14,Rapeseed,1471,58.28,85729.88
2022-10-14,Peanut,1969,56.08,110421.52
2022-10-14,Sorghum,1449,18.12,26255.88
2022-10-14,Barley,1164,27.71,32254.44
2022-10-15,Rice,1472,29.74,43777.28
2022-10-15,Wheat,1007,25.55,25728.85
2022-10-15,Corn,1357,20.67,28049.19
2022-10-15,Millet,1540,16.72,25748.8
2022-10-15,Soybean,1094,48.5,53059.0
2022-10-15,Rapeseed,1116,57.57,64248.12
2022-10-15,Peanut,795,64.11,50967.45
2022-10-15,Sorghum,1954,18.84,36813.36
2022-10-15,Barley,1117,27.98,31253.66
2022-10-16,Rice,1115,28.92,32245.8
2022-10-16,Wheat,1171,24.28,28431.88
2022-10-16,Corn,1079,21.88,23608.52
2022-10-16,Millet,1035,18.85,19509.75
2022-10-16,Soybean,650,51.73,33624.5
2022-10-16,Rapeseed,589,55.47,32671.83
2022-10-16,Peanut,1882,55.29,104055.78
2022-10-16,Sorghum,858,18.57,15933.06
2022-10-16,Barley,568,30.53,17341.04
2022-10-17,Rice,878,27.96,24548.88
2022-10-17,Wheat,705,26.59,18745.95
2022-10-17,Corn,1625,23.53,38236.25
2022-10-17,Millet,1618,17.81,28816.58
2022-10-17,Soybean,1034,54.32,56166.88
2022-10-17,Rapeseed,1028,59.14,60795.92
2022-10-17,Peanut,1983,65.39,129668.37
2022-10-17,Sorghum,1420,20.12,28570.4
2022-10-17,Barley,862,27.93,24075.66
2022-10-18,Rice,1314,31.92,41942.88
2022-10-18,Wheat,1224,25.95,31762.8
2022-10-18,Corn,1855,23.61,43796.55
2022-10-18,Millet,1873,19.21,35980.33
2022-10-18,Soybean,907,52.59,47699.13
2022-10-18,Rapeseed,1479,53.88,79688.52
2022-10-18,Peanut,999,58.2,58141.8
2022-10-18,Sorghum,1884,18.71,35249.64
2022-10-18,Barley,569,26.03,14811.07
2022-10-19,Rice,1559,31.9,49732.1
2022-10-19,Wheat,1327,26.22,34793.94
2022-10-19,Corn,1816,21.23,38553.68
2022-10-19,Millet,1131,18.72,21172.32
2022-10-19,Soybean,1084,52.11,56487.24
2022-10-19,Rapeseed,520,52.07,27076.4
2022-10-19,Peanut,1888,54.91,103670.08
2022-10-19,Sorghum,1765,21.75,38388.75
2022-10-19,Barley,1266,30.18,38207.88
2022-10-20,Rice,1420,28.28,40157.6
2022-10-20,Wheat,1441,23.31,33589.71
2022-10-20,Corn,1228,24.11,29607.08
2022-10-20,Millet,897,17.88,16038.36
2022-10-20,Soybean,652,53.47,34862.44
2022-10-20,Rapeseed,934,54.09,50520.06
2022-10-20,Peanut,1077,56.5,60850.5
2022-10-20,Sorghum,1492,21.65,32301.8
2022-10-20,Barley,1099,30.1,33079.9
2022-10-21,Rice,1357,30.92,41958.44
2022-10-21,Wheat,706,24.87,17558.22
2022-10-21,Corn,1875,24.03,45056.25
2022-10-21,Millet,2056,16.75,34438.0
2022-10-21,Soybean,885,48.59,43002.15
2022-10-21,Rapeseed,1348,56.58,76269.84
2022-10-21,Peanut,1516,61.07,92582.12
2022-10-21,Sorghum,2233,19.67,43923.11
2022-10-21,Barley,1409,26.98,38014.82
2022-10-22,Rice,562,29.98,16848.76
2022-10-22,Wheat,987,24.29,23974.23
2022-10-22,Corn,681,20.19,13749.39
2022-10-22,Millet,1746,19.21,33540.66
2022-10-22,Soybean,726,54.01,39211.26
2022-10-22,Rapeseed,1087,54.69,59448.03
2022-10-22,Peanut,1828,57.37,104872.36
2022-10-22,Sorghum,1786,21.79,38916.94
2022-10-22,Barley,742,29.6,21963.2
2022-10-23,Rice,831,29.5,24514.5
2022-10-23,Wheat,1015,24.29,24654.35
2022-10-23,Corn,687,23.7,16281.9
2022-10-23,Millet,1702,19.09,32491.18
2022-10-23,Soybean,700,47.46,33222.0
2022-10-23,Rapeseed,658,50.93,33511.94
2022-10-23,Peanut,1620,64.11,103858.2
2022-10-23,Sorghum,1090,18.76,20448.4
2022-10-23,Barley,1119,29.73,33267.87
2022-10-24,Rice,939,30.21,28367.19
2022-10-24,Wheat,1159,23.11,26784.49
2022-10-24,Corn,976,20.33,19842.08
2022-10-24,Millet,1800,18.06,32508.0
2022-10-24,Soybean,1270,51.41,65290.7
2022-10-24,Rapeseed,832,55.1,45843.2
2022-10-24,Peanut,1561,56.73,88555.53
2022-10-24,Sorghum,1008,21.21,21379.68
2022-10-24,Barley,975,27.23,26549.25
2022-10-25,Rice,897,32.24,28919.28
2022-10-25,Wheat,624,27.16,16947.84
2022-10-25,Corn,1333,22.91,30539.03
2022-10-25,Millet,2029,18.1,36724.9
2022-10-25,Soybean,1345,46.84,62999.8
2022-10-25,Rapeseed,1487,59.41,88342.67
2022-10-25,Peanut,855,60.49,51718.95
2022-10-25,Sorghum,763,18.84,14374.92
2022-10-25,Barley,629,25.2,15850.8
2022-10-26,Rice,1255,29.72,37298.6
2022-10-26,Wheat,612,27.29,16701.48
2022-10-26,Corn,1370,20.67,28317.9
2022-10-26,Millet,918,17.7,16248.6
2022-10-26,Soybean,1179,49.24,58053.96
2022-10-26,Rapeseed,1117,56.93,63590.81
2022-10-26,Peanut,897,59.46,53335.62
2022-10-26,Sorghum,910,18.22,16580.2
2022-10-26,Barley,651,29.5,19204.5
2022-10-27,Rice,1372,27.55,37798.6
2022-10-27,Wheat,618,25.83,15962.94
2022-10-27,Corn,652,22.17,14454.84
2022-10-27,Millet,2011,18.0,36198.0
2022-10-27,Soybean,786,52.91,41587.26
2022-10-27,Rapeseed,676,53.55,36199.8
2022-10-27,Peanut,1143,61.05,69780.15
2022-10-27,Sorghum,1321,20.43,26988.03
2022-10-27,Barley,1217,26.09,31751.53
2022-10-28,Rice,1320,28.55,37686.0
2022-10-28,Wheat,1319,24.9,32843.1
2022-10-28,Corn,1691,22.01,37218.91
2022-10-28,Millet,2193,16.74,36710.82
2022-10-28,Soybean,1810,53.24,96364.4
2022-10-28,Rapeseed,1479,50.36,74482.44
2022-10-28,Peanut,1524,62.18,94762.32
2022-10-28,Sorghum,1261,19.26,24286.86
2022-10-28,Barley,620,26.12,16194.4
2022-10-29,Rice,1521,29.24,44474.04
2022-10-29,Wheat,733,27.14,19893.62
2022-10-29,Corn,1847,19.97,36884.59
2022-10-29,Millet,1962,17.93,35178.66
2022-10-29,Soybean,1437,45.28,65067.36
2022-10-29,Rapeseed,537,60.13,32289.81
2022-10-29,Peanut,1008,62.42,62919.36
2022-10-29,Sorghum,1431,18.83,26945.73
2022-10-29,Barley,1484,26.54,39385.36
2022-10-30,Rice,608,32.63,19839.04
2022-10-30,Wheat,768,22.65,17395.2
2022-10-30,Corn,928,23.01,21353.28
2022-10-30,Millet,990,17.98,17800.2
2022-10-30,Soybean,1144,45.78,52372.32
2022-10-30,Rapeseed,1043,54.22,56551.46
2022-10-30,Peanut,1570,59.77,93838.9
2022-10-30,Sorghum,987,18.5,18259.5
2022-10-30,Barley,679,28.55,19385.45
2022-10-31,Rice,885,31.05,27479.25
2022-10-31,Wheat,1449,25.92,37558.08
2022-10-31,Corn,1076,20.97,22563.72
2022-10-31,Millet,1857,16.43,30510.51
2022-10-31,Soybean,860,45.13,38811.8
2022-10-31,Rapeseed,609,54.37,33111.33
2022-10-31,Peanut,1837,63.8,117200.6
2022-10-31,Sorghum,771,18.05,13916.55
2022-10-31,Barley,1466,28.32,41517.12
2022-11-01,Rice,1354,28.13,38088.02
2022-11-01,Wheat,1653,26.57,43920.21
2022-11-01,Corn,1478,22.92,33875.76
2022-11-01,Millet,1605,18.58,29820.9
2022-11-01,Soybean,1393,46.67,65011.31
2022-11-01,Rapeseed,773,56.26,43488.98
2022-11-01,Peanut,805,64.29,51753.45
2022-11-01,Sorghum,922,19.05,17564.1
2022-11-01,Barley,620,26.82,16628.4
2022-11-02,Rice,1390,29.16,40532.4
2022-11-02,Wheat,1189,26.82,31888.98
2022-11-02,Corn,1131,22.6,25560.6
2022-11-02,Millet,1437,18.59,26713.83
2022-11-02,Soybean,1268,50.08,63501.44
2022-11-02,Rapeseed,683,50.15,34252.45
2022-11-02,Peanut,704,58.39,41106.56
2022-11-02,Sorghum,1588,20.92,33220.96
2022-11-02,Barley,743,27.27,20261.61
2022-11-03,Rice,1074,29.12,31274.88
2022-11-03,Wheat,799,25.04,20006.96
2022-11-03,Corn,624,20.93,13060.32
2022-11-03,Millet,1053,16.61,17490.33
2022-11-03,Soybean,715,54.45,38931.75
2022-11-03,Rapeseed,1383,53.5,73990.5
2022-11-03,Peanut,652,65.83,42921.16
2022-11-03,Sorghum,714,21.53,15372.42
2022-11-03,Barley,1014,29.37,29781.18
2022-11-04,Rice,1397,29.15,40722.55
2022-11-04,Wheat,1456,23.63,34405.28
2022-11-04,Corn,1193,22.9,27319.7
2022-11-04,Millet,1693,17.44,29525.92
2022-11-04,Soybean,1328,48.69,64660.32
2022-11-04,Rapeseed,1384,59.84,82818.56
2022-11-04,Peanut,977,58.02,56685.54
2022-11-04,Sorghum,1138,21.96,24990.48
2022-11-04,Barley,589,25.48,15007.72
2022-11-05,Rice,919,29.44,27055.36
2022-11-05,Wheat,1680,22.94,38539.2
2022-11-05,Corn,1473,23.37,34424.01
2022-11-05,Millet,871,18.53,16139.63
2022-11-05,Soybean,1003,53.22,53379.66
2022-11-05,Rapeseed,1455,51.78,75339.9
2022-11-05,Peanut,599,62.07,37179.93
2022-11-05,Sorghum,1647,21.77,35855.19
2022-11-05,Barley,1405,25.24,35462.2
2022-11-06,Rice,1150,30.92,35558.0
2022-11-06,Wheat,1682,27.22,45784.04
2022-11-06,Corn,819,22.31,18271.89
2022-11-06,Millet,1128,17.82,20100.96
2022-11-06,Soybean,699,46.1,32223.9
2022-11-06,Rapeseed,878,58.76,51591.28
2022-11-06,Peanut,1000,59.13,59130.0
2022-11-06,Sorghum,1251,18.08,22618.08
2022-11-06,Barley,554,30.23,16747.42
2022-11-07,Rice,808,32.28,26082.24
2022-11-07,Wheat,730,22.71,16578.3
2022-11-07,Corn,1445,20.31,29347.95
2022-11-07,Millet,1214,17.02,20662.28
2022-11-07,Soybean,796,54.66,43509.36
2022-11-07,Rapeseed,636,58.97,37504.92
2022-11-07,Peanut,1406,64.15,90194.9
